pairid	q_acc	r_acc	stratum	genus	species
GCA_017887185.1__GCA_904384875.1	GCA_017887185.1	GCA_904384875.1	95-97	g__AM51-8	
GCA_015057105.1__GCA_905206265.1	GCA_015057105.1	GCA_905206265.1	95-97	g__AM51-8	
GCA_903846975.1__GCA_903858425.1	GCA_903846975.1	GCA_903858425.1	95-97	g__UBA6821	
GCA_903907545.1__GCA_903912215.1	GCA_903907545.1	GCA_903912215.1	95-97	g__UBA6821	
GCA_903858425.1__GCA_903912215.1	GCA_903858425.1	GCA_903912215.1	95-97	g__UBA6821	
GCA_018971295.1__GCA_018971885.1	GCA_018971295.1	GCA_018971885.1	95-97	g__Thiomonas	
GCA_002282675.1__GCA_018971885.1	GCA_002282675.1	GCA_018971885.1	95-97	g__Thiomonas	
GCA_002282785.1__GCA_018971885.1	GCA_002282785.1	GCA_018971885.1	95-97	g__Thiomonas	
GCA_014846195.1__GCA_905199945.1	GCA_014846195.1	GCA_905199945.1	95-97	g__Onthocola_B	
GCA_900761245.1__GCA_905188075.1	GCA_900761245.1	GCA_905188075.1	95-97	g__Onthocola_B	
GCA_014846195.1__GCA_905203225.1	GCA_014846195.1	GCA_905203225.1	95-97	g__Onthocola_B	
GCA_001793985.1__GCA_001794375.1	GCA_001793985.1	GCA_001794375.1	95-97	g__2-01-FULL-39-28	
GCA_001794095.1__GCA_001794285.1	GCA_001794095.1	GCA_001794285.1	95-97	g__2-01-FULL-39-28	
GCA_001793985.1__GCA_001794285.1	GCA_001793985.1	GCA_001794285.1	95-97	g__2-01-FULL-39-28	
GCA_900538435.1__GCA_905210765.1	GCA_900538435.1	GCA_905210765.1	95-97	g__CAG-632	
GCA_900538435.1__GCA_900767895.1	GCA_900538435.1	GCA_900767895.1	95-97	g__CAG-632	
GCA_017620755.1__GCA_900767895.1	GCA_017620755.1	GCA_900767895.1	95-97	g__CAG-632	
GCA_003518825.1__GCA_015493945.1	GCA_003518825.1	GCA_015493945.1	95-97	g__Persephonella	
GCF_000723565.1__GCF_002079945.1	GCF_000723565.1	GCF_002079945.1	95-97	g__Bombella	
GCF_000723565.1__GCF_009725845.1	GCF_000723565.1	GCF_009725845.1	95-97	g__Bombella	
GCF_002079945.1__GCF_009725845.1	GCF_002079945.1	GCF_009725845.1	95-97	g__Bombella	
GCA_013911185.1__GCF_002251225.2	GCA_013911185.1	GCF_002251225.2	95-97	g__Lachnotalea	
GCA_905203105.1__GCF_902375105.1	GCA_905203105.1	GCF_902375105.1	95-97	g__Stoquefichus	
GCA_011525565.1__GCA_905373635.1	GCA_011525565.1	GCA_905373635.1	95-97	g__Lawsonella	
GCA_011525565.1__GCF_900610365.1	GCA_011525565.1	GCF_900610365.1	95-97	g__Lawsonella	
GCA_905373635.1__GCF_900610365.1	GCA_905373635.1	GCF_900610365.1	95-97	g__Lawsonella	
GCA_900556725.1__GCA_902387225.1	GCA_900556725.1	GCA_902387225.1	95-97	g__Paraeggerthella	
GCA_900556725.1__GCA_905194855.1	GCA_900556725.1	GCA_905194855.1	95-97	g__Paraeggerthella	
GCA_902387225.1__GCA_905194855.1	GCA_902387225.1	GCA_905194855.1	95-97	g__Paraeggerthella	
GCA_003153255.1__GCA_003164555.1	GCA_003153255.1	GCA_003164555.1	95-97	g__UBA8260	
GCA_003135235.1__GCA_003168845.1	GCA_003135235.1	GCA_003168845.1	95-97	g__UBA8260	
GCA_003135235.1__GCA_003161155.1	GCA_003135235.1	GCA_003161155.1	95-97	g__UBA8260	
GCA_016706355.1__GCA_016719985.1	GCA_016706355.1	GCA_016719985.1	95-97	g__Competibacter_A	
GCA_002352275.1__GCA_002396565.1	GCA_002352275.1	GCA_002396565.1	95-97	g__Competibacter_A	
GCA_002344305.1__GCA_016706355.1	GCA_002344305.1	GCA_016706355.1	95-97	g__Competibacter_A	
GCA_007693695.1__GCF_000583815.1	GCA_007693695.1	GCF_000583815.1	95-97	g__Ectothiorhodospira	
GCA_009923645.1__GCA_016714245.1	GCA_009923645.1	GCA_016714245.1	95-97	g__UBA2475	
GCA_009923645.1__GCA_018057345.1	GCA_009923645.1	GCA_018057345.1	95-97	g__UBA2475	
GCA_016714245.1__GCA_018057345.1	GCA_016714245.1	GCA_018057345.1	95-97	g__UBA2475	
GCA_018825885.1__GCA_018902925.1	GCA_018825885.1	GCA_018902925.1	95-97	g__UBA5619	
GCA_018825805.1__GCA_903869445.1	GCA_018825805.1	GCA_903869445.1	95-97	g__UBA5619	
GCA_001797945.1__GCA_003141375.1	GCA_001797945.1	GCA_003141375.1	95-97	g__UBA5619	
GCA_900299435.1__GCA_903861215.1	GCA_900299435.1	GCA_903861215.1	95-97	g__UBA910	
GCA_900299435.1__GCA_903867005.1	GCA_900299435.1	GCA_903867005.1	95-97	g__UBA910	
GCA_903861215.1__GCA_903867005.1	GCA_903861215.1	GCA_903867005.1	95-97	g__UBA910	
GCA_017388165.1__GCA_905199415.1	GCA_017388165.1	GCA_905199415.1	95-97	g__CAG-1193	
GCA_017388165.1__GCA_900756145.1	GCA_017388165.1	GCA_900756145.1	95-97	g__CAG-1193	
GCA_016282445.1__GCA_905199415.1	GCA_016282445.1	GCA_905199415.1	95-97	g__CAG-1193	
GCA_002440075.1__GCA_002451815.1	GCA_002440075.1	GCA_002451815.1	95-97	g__Ornithospirochaeta	
GCA_002406215.1__GCA_016303285.1	GCA_002406215.1	GCA_016303285.1	95-97	g__Ornithospirochaeta	
GCA_002406215.1__GCA_002440075.1	GCA_002406215.1	GCA_002440075.1	95-97	g__Ornithospirochaeta	
GCA_003563515.1__GCA_003564325.1	GCA_003563515.1	GCA_003564325.1	95-97	g__PWXP01	
GCA_017523905.1__GCA_017530825.1	GCA_017523905.1	GCA_017530825.1	95-97	g__QANA01	
GCA_017400865.1__GCA_017530825.1	GCA_017400865.1	GCA_017530825.1	95-97	g__QANA01	
GCA_016285635.1__GCA_017400865.1	GCA_016285635.1	GCA_017400865.1	95-97	g__QANA01	
GCA_903885475.1__GCA_903926755.1	GCA_903885475.1	GCA_903926755.1	95-97	g__CAINVV01	
GCA_903872105.1__GCA_903894165.1	GCA_903872105.1	GCA_903894165.1	95-97	g__CAINVV01	
GCA_903885475.1__GCA_903894165.1	GCA_903885475.1	GCA_903894165.1	95-97	g__CAINVV01	
GCA_000740805.1__GCA_000740865.1	GCA_000740805.1	GCA_000740865.1	95-97	g__SCADC1-2-3	
GCA_000740805.1__GCA_002403265.1	GCA_000740805.1	GCA_002403265.1	95-97	g__SCADC1-2-3	
GCA_000740865.1__GCA_002403265.1	GCA_000740865.1	GCA_002403265.1	95-97	g__SCADC1-2-3	
GCA_002284945.1__GCF_002284975.1	GCA_002284945.1	GCF_002284975.1	95-97	g__Dactylopiibacterium	
GCA_002284945.1__GCF_012972705.2	GCA_002284945.1	GCF_012972705.2	95-97	g__Dactylopiibacterium	
GCF_002284975.1__GCF_012972705.2	GCF_002284975.1	GCF_012972705.2	95-97	g__Dactylopiibacterium	
GCA_003514585.1__GCA_012839405.1	GCA_003514585.1	GCA_012839405.1	95-97	g__Hungateiclostridium	
GCA_003514585.1__GCF_001717745.1	GCA_003514585.1	GCF_001717745.1	95-97	g__Hungateiclostridium	
GCA_003514585.1__GCA_012521435.1	GCA_003514585.1	GCA_012521435.1	95-97	g__Hungateiclostridium	
GCA_016780675.1__GCA_905479355.1	GCA_016780675.1	GCA_905479355.1	95-97	g__UBA3439	
GCA_902516155.1__GCA_902592035.1	GCA_902516155.1	GCA_902592035.1	95-97	g__UBA3439	
GCA_012269685.1__GCA_016780675.1	GCA_012269685.1	GCA_016780675.1	95-97	g__UBA3439	
GCF_004684045.1__GCF_005863195.1	GCF_004684045.1	GCF_005863195.1	95-97	g__Vagococcus_A	
GCF_005863195.1__GCF_012396665.1	GCF_005863195.1	GCF_012396665.1	95-97	g__Vagococcus_A	
GCF_004684045.1__GCF_016760265.1	GCF_004684045.1	GCF_016760265.1	95-97	g__Vagococcus_A	
GCA_903834585.1__GCA_903858985.1	GCA_903834585.1	GCA_903858985.1	95-97	g__SXWH01	
GCA_903834585.1__GCA_903888925.1	GCA_903834585.1	GCA_903888925.1	95-97	g__SXWH01	
GCA_903858985.1__GCA_903888925.1	GCA_903858985.1	GCA_903888925.1	95-97	g__SXWH01	
GCF_002332305.1__GCF_904418905.1	GCF_002332305.1	GCF_904418905.1	95-97	g__Brachybacterium	
GCF_000338055.1__GCF_001613775.1	GCF_000338055.1	GCF_001613775.1	95-97	g__Brachybacterium	
GCF_001613775.1__GCF_002332305.1	GCF_001613775.1	GCF_002332305.1	95-97	g__Brachybacterium	
GCA_018664165.1__GCA_905478585.1	GCA_018664165.1	GCA_905478585.1	95-97	g__Hel1-33-131	
GCA_905182205.1__GCA_905478585.1	GCA_905182205.1	GCA_905478585.1	95-97	g__Hel1-33-131	
GCA_018608685.1__GCA_018664165.1	GCA_018608685.1	GCA_018664165.1	95-97	g__Hel1-33-131	
GCA_900550655.1__GCA_905197495.1	GCA_900550655.1	GCA_905197495.1	95-97	g__CAG-452	
GCA_900550655.1__GCA_905206645.1	GCA_900550655.1	GCA_905206645.1	95-97	g__CAG-452	
GCA_905197495.1__GCA_905206645.1	GCA_905197495.1	GCA_905206645.1	95-97	g__CAG-452	
GCA_017454725.1__GCA_905236095.1	GCA_017454725.1	GCA_905236095.1	95-97	g__NK4A144	
GCA_017460645.1__GCA_017478985.1	GCA_017460645.1	GCA_017478985.1	95-97	g__NK4A144	
GCA_003453075.1__GCA_003535715.1	GCA_003453075.1	GCA_003535715.1	95-97	g__NK4A144	
GCA_015485095.1__GCA_015489135.1	GCA_015485095.1	GCA_015489135.1	95-97	g__Oceanithermus	
GCA_015485095.1__GCF_007991015.1	GCA_015485095.1	GCF_007991015.1	95-97	g__Oceanithermus	
GCA_015489135.1__GCF_007991015.1	GCA_015489135.1	GCF_007991015.1	95-97	g__Oceanithermus	
GCA_005381385.1__GCF_013303165.1	GCA_005381385.1	GCF_013303165.1	95-97	g__Dendrosporobacter	
GCA_016292345.1__GCA_900770155.1	GCA_016292345.1	GCA_900770155.1	95-97	g__CAG-533	
GCA_000434495.1__GCA_902766065.1	GCA_000434495.1	GCA_902766065.1	95-97	g__CAG-533	
GCA_000434495.1__GCA_905193305.1	GCA_000434495.1	GCA_905193305.1	95-97	g__CAG-533	
GCA_018607105.1__GCA_018607125.1	GCA_018607105.1	GCA_018607125.1	95-97	g__UBA4581	
GCF_000747685.1__GCF_002954345.1	GCF_000747685.1	GCF_002954345.1	95-97	g__Nonlabens	
GCF_000747685.1__GCF_001430865.1	GCF_000747685.1	GCF_001430865.1	95-97	g__Nonlabens	
GCA_017858315.1__GCF_011784885.1	GCA_017858315.1	GCF_011784885.1	95-97	g__Nonlabens	
GCA_003445605.1__GCA_012521055.1	GCA_003445605.1	GCA_012521055.1	95-97	g__UBA1426	
GCA_003445605.1__GCA_012719215.1	GCA_003445605.1	GCA_012719215.1	95-97	g__UBA1426	
GCA_012521055.1__GCA_012719215.1	GCA_012521055.1	GCA_012719215.1	95-97	g__UBA1426	
GCA_002452585.1__GCA_003556465.1	GCA_002452585.1	GCA_003556465.1	95-97	g__UBA9910	
GCA_003556465.1__GCA_003564375.1	GCA_003556465.1	GCA_003564375.1	95-97	g__UBA9910	
GCA_001509135.1__GCA_003556465.1	GCA_001509135.1	GCA_003556465.1	95-97	g__UBA9910	
GCF_001704175.2__GCF_004770835.1	GCF_001704175.2	GCF_004770835.1	95-97	g__Leptospira_B	
GCF_000216455.1__GCF_004770455.1	GCF_000216455.1	GCF_004770455.1	95-97	g__Leptospira_B	
GCF_001704175.2__GCF_002811825.1	GCF_001704175.2	GCF_002811825.1	95-97	g__Leptospira_B	
GCA_018825585.1__GCA_018898875.1	GCA_018825585.1	GCA_018898875.1	95-97	g__Sideroxydans	
GCA_009992105.1__GCA_018825585.1	GCA_009992105.1	GCA_018825585.1	95-97	g__Sideroxydans	
GCA_018823465.1__GCA_018901695.1	GCA_018823465.1	GCA_018901695.1	95-97	g__Sideroxydans	
GCA_900759255.1__GCA_902790045.1	GCA_900759255.1	GCA_902790045.1	95-97	g__RUG472	
GCA_016302485.1__GCA_017447585.1	GCA_016302485.1	GCA_017447585.1	95-97	g__RUG472	
GCA_002350935.1__GCA_902790045.1	GCA_002350935.1	GCA_902790045.1	95-97	g__RUG472	
GCA_002306655.1__GCA_002471645.1	GCA_002306655.1	GCA_002471645.1	95-97	g__UBA7312	
GCA_002372095.1__GCA_002436705.1	GCA_002372095.1	GCA_002436705.1	95-97	g__UBA6382	
GCA_017478275.1__GCA_902759935.1	GCA_017478275.1	GCA_902759935.1	95-97	g__UBA6382	
GCA_003446955.1__GCA_017528775.1	GCA_003446955.1	GCA_017528775.1	95-97	g__UBA6382	
GCA_003135655.1__GCA_003169785.1	GCA_003135655.1	GCA_003169785.1	95-97	g__Palsa-872	
GCA_003135655.1__GCA_005880205.1	GCA_003135655.1	GCA_005880205.1	95-97	g__Palsa-872	
GCA_003169785.1__GCA_005880205.1	GCA_003169785.1	GCA_005880205.1	95-97	g__Palsa-872	
GCA_017439925.1__GCA_017519545.1	GCA_017439925.1	GCA_017519545.1	95-97	g__HUN007	
GCA_016840655.1__GCA_018238745.1	GCA_016840655.1	GCA_018238745.1	95-97	g__SOKP01	
GCA_016839315.1__GCA_018238345.1	GCA_016839315.1	GCA_018238345.1	95-97	g__SOKP01	
GCA_018238745.1__GCA_019057955.1	GCA_018238745.1	GCA_019057955.1	95-97	g__SOKP01	
GCA_000252725.2__GCA_017887055.1	GCA_000252725.2	GCA_017887055.1	95-97	g__Dwaynesavagella	
GCA_017887055.1__GCA_019120235.1	GCA_017887055.1	GCA_019120235.1	95-97	g__Dwaynesavagella	
GCA_000252785.2__GCA_017887055.1	GCA_000252785.2	GCA_017887055.1	95-97	g__Dwaynesavagella	
GCF_018304665.1__GCF_018304805.1	GCF_018304665.1	GCF_018304805.1	95-97	g__Chloracidobacterium	
GCF_018304665.1__GCF_018304745.1	GCF_018304665.1	GCF_018304745.1	95-97	g__Chloracidobacterium	
GCF_018304685.1__GCF_018304745.1	GCF_018304685.1	GCF_018304745.1	95-97	g__Chloracidobacterium	
GCA_002380925.1__GCA_016937675.1	GCA_002380925.1	GCA_016937675.1	95-97	g__UBA5072	
GCA_018364225.1__GCA_900756065.1	GCA_018364225.1	GCA_900756065.1	95-97	g__Scybalomonas	
GCA_018364225.1__GCA_905214925.1	GCA_018364225.1	GCA_905214925.1	95-97	g__Scybalomonas	
GCA_900756065.1__GCA_905214925.1	GCA_900756065.1	GCA_905214925.1	95-97	g__Scybalomonas	
GCA_017306805.1__GCF_000526135.1	GCA_017306805.1	GCF_000526135.1	95-97	g__Hyphomicrobium	
GCA_002928465.1__GCF_000526135.1	GCA_002928465.1	GCF_000526135.1	95-97	g__Hyphomicrobium	
GCA_002928465.1__GCA_016793385.1	GCA_002928465.1	GCA_016793385.1	95-97	g__Hyphomicrobium	
GCA_002393035.1__GCF_009697165.1	GCA_002393035.1	GCF_009697165.1	95-97	g__Anaerobutyricum	
GCA_018382655.1__GCA_900066975.1	GCA_018382655.1	GCA_900066975.1	95-97	g__Anaerobutyricum	
GCA_015656355.1__GCF_904376885.1	GCA_015656355.1	GCF_904376885.1	95-97	g__Anaerobutyricum	
GCA_019113555.1__GCF_900163845.1	GCA_019113555.1	GCF_900163845.1	95-97	g__Luteococcus	
GCF_000214335.1__GCF_000347675.2	GCF_000214335.1	GCF_000347675.2	95-97	g__Sphingomonas_E	
GCF_000214335.1__GCF_001853345.1	GCF_000214335.1	GCF_001853345.1	95-97	g__Sphingomonas_E	
GCF_000347675.2__GCF_001853345.1	GCF_000347675.2	GCF_001853345.1	95-97	g__Sphingomonas_E	
GCA_900542205.1__GCF_014892235.1	GCA_900542205.1	GCF_014892235.1	95-97	g__Sneathia	
GCA_017444265.1__GCA_902766295.1	GCA_017444265.1	GCA_902766295.1	95-97	g__UBA1756	
GCA_016287345.1__GCA_017527275.1	GCA_016287345.1	GCA_017527275.1	95-97	g__UBA1756	
GCA_902759815.1__GCA_902766295.1	GCA_902759815.1	GCA_902766295.1	95-97	g__UBA1756	
GCA_016586225.1__GCF_001485255.1	GCA_016586225.1	GCF_001485255.1	95-97	g__Companilactobacillus	
GCF_001434775.1__GCF_007991935.1	GCF_001434775.1	GCF_007991935.1	95-97	g__Companilactobacillus	
GCA_016586245.1__GCF_016756995.1	GCA_016586245.1	GCF_016756995.1	95-97	g__Companilactobacillus	
GCA_002384715.1__GCA_018675855.1	GCA_002384715.1	GCA_018675855.1	95-97	g__MS024-2A	
GCA_902549355.1__GCA_905479215.1	GCA_902549355.1	GCA_905479215.1	95-97	g__MS024-2A	
GCA_018675855.1__GCA_902549355.1	GCA_018675855.1	GCA_902549355.1	95-97	g__MS024-2A	
GCA_905201975.1__GCA_905206115.1	GCA_905201975.1	GCA_905206115.1	95-97	g__Enterocloster	
GCA_018055585.1__GCA_905201975.1	GCA_018055585.1	GCA_905201975.1	95-97	g__Enterocloster	
GCA_018055585.1__GCA_018382485.1	GCA_018055585.1	GCA_018382485.1	95-97	g__Enterocloster	
GCA_002299085.1__GCA_018222935.1	GCA_002299085.1	GCA_018222935.1	95-97	g__Pseudomaricurvus	
GCA_003521095.1__GCF_002847645.1	GCA_003521095.1	GCF_002847645.1	95-97	g__Facklamia_A	
GCA_003521095.1__GCF_017874925.1	GCA_003521095.1	GCF_017874925.1	95-97	g__Facklamia_A	
GCF_002847645.1__GCF_017874925.1	GCF_002847645.1	GCF_017874925.1	95-97	g__Facklamia_A	
GCA_001784775.1__GCA_001784975.1	GCA_001784775.1	GCA_001784975.1	95-97	g__UBA11712	
GCA_001784975.1__GCA_003510405.1	GCA_001784975.1	GCA_003510405.1	95-97	g__UBA11712	
GCA_001784795.1__GCA_003510405.1	GCA_001784795.1	GCA_003510405.1	95-97	g__UBA11712	
GCA_905203025.1__GCF_013303395.1	GCA_905203025.1	GCF_013303395.1	95-97	g__Ruminococcus_B	
GCA_905203025.1__GCF_013303675.1	GCA_905203025.1	GCF_013303675.1	95-97	g__Ruminococcus_B	
GCF_013303395.1__GCF_013303675.1	GCF_013303395.1	GCF_013303675.1	95-97	g__Ruminococcus_B	
GCA_017852545.1__GCA_900299385.1	GCA_017852545.1	GCA_900299385.1	95-97	g__UBA3478	
GCA_017852895.1__GCA_900299385.1	GCA_017852895.1	GCA_900299385.1	95-97	g__UBA3478	
GCA_016780105.1__GCA_017852545.1	GCA_016780105.1	GCA_017852545.1	95-97	g__UBA3478	
GCA_002316605.1__GCA_012522905.1	GCA_002316605.1	GCA_012522905.1	95-97	g__DTU024	
GCA_902786035.1__GCA_902790775.1	GCA_902786035.1	GCA_902790775.1	95-97	g__Hornefia	
GCA_902757215.1__GCA_902790775.1	GCA_902757215.1	GCA_902790775.1	95-97	g__Hornefia	
GCA_902786035.1__GCA_905372015.1	GCA_902786035.1	GCA_905372015.1	95-97	g__Hornefia	
GCA_018608125.1__GCA_018696355.1	GCA_018608125.1	GCA_018696355.1	95-97	g__Amylibacter	
GCA_000383155.1__GCA_018696355.1	GCA_000383155.1	GCA_018696355.1	95-97	g__Amylibacter	
GCA_002387535.1__GCA_018608125.1	GCA_002387535.1	GCA_018608125.1	95-97	g__Amylibacter	
GCA_002308345.1__GCA_002420405.1	GCA_002308345.1	GCA_002420405.1	95-97	g__UBA2136	
GCA_002308345.1__GCA_002687415.1	GCA_002308345.1	GCA_002687415.1	95-97	g__UBA2136	
GCA_002420405.1__GCA_002687415.1	GCA_002420405.1	GCA_002687415.1	95-97	g__UBA2136	
GCF_003121855.1__GCF_014652035.1	GCF_003121855.1	GCF_014652035.1	95-97	g__Ignatzschineria	
GCF_014652015.1__GCF_014652035.1	GCF_014652015.1	GCF_014652035.1	95-97	g__Ignatzschineria	
GCF_003121855.1__GCF_003121945.1	GCF_003121855.1	GCF_003121945.1	95-97	g__Ignatzschineria	
GCA_009704135.1__GCA_009927605.1	GCA_009704135.1	GCA_009927605.1	95-97	g__UBA7398	
GCA_009704135.1__GCA_903899185.1	GCA_009704135.1	GCA_903899185.1	95-97	g__UBA7398	
GCA_009927605.1__GCA_010030285.1	GCA_009927605.1	GCA_010030285.1	95-97	g__UBA7398	
GCF_001904715.1__GCF_015206985.1	GCF_001904715.1	GCF_015206985.1	95-97	g__Nostoc	
GCF_013393925.1__GCF_015714705.1	GCF_013393925.1	GCF_015714705.1	95-97	g__Nostoc	
GCF_002608225.1__GCF_014698525.1	GCF_002608225.1	GCF_014698525.1	95-97	g__Nostoc	
GCF_003215255.1__GCF_900198665.1	GCF_003215255.1	GCF_900198665.1	95-97	g__Helicobacter_C	
GCF_000762925.2__GCF_900451115.1	GCF_000762925.2	GCF_900451115.1	95-97	g__Helicobacter_C	
GCA_910584885.1__GCF_902381705.1	GCA_910584885.1	GCF_902381705.1	95-97	g__Helicobacter_C	
GCA_905210225.1__GCA_905211065.1	GCA_905210225.1	GCA_905211065.1	95-97	g__Caccenecus	
GCA_904381505.1__GCA_905211065.1	GCA_904381505.1	GCA_905211065.1	95-97	g__Caccenecus	
GCA_900551255.1__GCA_904381505.1	GCA_900551255.1	GCA_904381505.1	95-97	g__Caccenecus	
GCA_012032735.1__GCA_012034135.1	GCA_012032735.1	GCA_012034135.1	95-97	g__Hydrococcus	
GCA_012032735.1__GCA_015272405.1	GCA_012032735.1	GCA_015272405.1	95-97	g__Hydrococcus	
GCA_012034135.1__GCA_015272405.1	GCA_012034135.1	GCA_015272405.1	95-97	g__Hydrococcus	
GCF_001294425.1__GCF_001294605.1	GCF_001294425.1	GCF_001294605.1	95-97	g__Pseudonocardia	
GCA_019263645.1__GCA_019263685.1	GCA_019263645.1	GCA_019263685.1	95-97	g__Pseudonocardia	
GCF_001294605.1__GCF_017615005.1	GCF_001294605.1	GCF_017615005.1	95-97	g__Pseudonocardia	
GCA_001918475.1__GCA_005877475.1	GCA_001918475.1	GCA_005877475.1	95-97	g__Nitrosotalea	
GCA_001918475.1__GCA_013289235.1	GCA_001918475.1	GCA_013289235.1	95-97	g__Nitrosotalea	
GCA_001918475.1__GCA_001918995.1	GCA_001918475.1	GCA_001918995.1	95-97	g__Nitrosotalea	
GCA_002497445.1__GCA_903911915.1	GCA_002497445.1	GCA_903911915.1	95-97	g__Methanoregula	
GCA_003170975.1__GCA_903911915.1	GCA_003170975.1	GCA_903911915.1	95-97	g__Methanoregula	
GCA_002506145.1__GCA_017883535.1	GCA_002506145.1	GCA_017883535.1	95-97	g__Methanoregula	
GCA_017416375.1__GCA_900766385.1	GCA_017416375.1	GCA_900766385.1	95-97	g__Phascolarctobacterium_A	
GCA_900765505.1__GCA_905211985.1	GCA_900765505.1	GCA_905211985.1	95-97	g__Phascolarctobacterium_A	
GCA_905186095.1__GCA_905213535.1	GCA_905186095.1	GCA_905213535.1	95-97	g__Phascolarctobacterium_A	
GCA_002127205.1__GCA_002281615.1	GCA_002127205.1	GCA_002281615.1	95-97	g__Sandarakinorhabdus	
GCA_002127205.1__GCA_903961305.1	GCA_002127205.1	GCA_903961305.1	95-97	g__Sandarakinorhabdus	
GCA_002281615.1__GCA_903961305.1	GCA_002281615.1	GCA_903961305.1	95-97	g__Sandarakinorhabdus	
GCA_005888845.1__GCA_005888905.1	GCA_005888845.1	GCA_005888905.1	95-97	g__VBDM01	
GCA_005888845.1__GCA_005888995.1	GCA_005888845.1	GCA_005888995.1	95-97	g__VBDM01	
GCA_005881935.1__GCA_005888905.1	GCA_005881935.1	GCA_005888905.1	95-97	g__VBDM01	
GCA_003452155.1__GCA_018000135.1	GCA_003452155.1	GCA_018000135.1	95-97	g__UBA8898	
GCA_003452155.1__GCA_018435005.1	GCA_003452155.1	GCA_018435005.1	95-97	g__UBA8898	
GCA_018000135.1__GCA_018435005.1	GCA_018000135.1	GCA_018435005.1	95-97	g__UBA8898	
GCA_018647485.1__GCA_905612395.1	GCA_018647485.1	GCA_905612395.1	95-97	g__Pseudothioglobus	
GCA_902509975.1__GCA_902556275.1	GCA_902509975.1	GCA_902556275.1	95-97	g__Pseudothioglobus	
GCA_902514405.1__GCA_905612395.1	GCA_902514405.1	GCA_905612395.1	95-97	g__Pseudothioglobus	
GCF_003044255.1__GCF_007923045.3	GCF_003044255.1	GCF_007923045.3	95-97	g__Shewanella	
GCF_013394145.1__GCF_900636665.1	GCF_013394145.1	GCF_900636665.1	95-97	g__Shewanella	
GCA_009994065.1__GCF_900636855.1	GCA_009994065.1	GCF_900636855.1	95-97	g__Shewanella	
GCA_018376895.1__GCA_900761065.1	GCA_018376895.1	GCA_900761065.1	95-97	g__UMGS1795	
GCA_900761065.1__GCA_900767265.1	GCA_900761065.1	GCA_900767265.1	95-97	g__UMGS1795	
GCA_900767265.1__GCA_905211655.1	GCA_900767265.1	GCA_905211655.1	95-97	g__UMGS1795	
GCA_007125285.1__GCA_007134275.1	GCA_007125285.1	GCA_007134275.1	95-97	g__SLAD01	
GCA_007125285.1__GCA_007136625.1	GCA_007125285.1	GCA_007136625.1	95-97	g__SLAD01	
GCA_007134275.1__GCA_007136625.1	GCA_007134275.1	GCA_007136625.1	95-97	g__SLAD01	
GCA_017465685.1__GCA_900550125.1	GCA_017465685.1	GCA_900550125.1	95-97	g__Phocaeicola_A	
GCA_017465685.1__GCA_905211975.1	GCA_017465685.1	GCA_905211975.1	95-97	g__Phocaeicola_A	
GCA_017465685.1__GCA_905201525.1	GCA_017465685.1	GCA_905201525.1	95-97	g__Phocaeicola_A	
GCA_018433485.1__GCA_019136775.1	GCA_018433485.1	GCA_019136775.1	95-97	g__Sphaerochaeta	
GCA_015709405.1__GCA_018433805.1	GCA_015709405.1	GCA_018433805.1	95-97	g__Sphaerochaeta	
GCA_002069535.1__GCA_018433485.1	GCA_002069535.1	GCA_018433485.1	95-97	g__Sphaerochaeta	
GCA_003529385.1__GCA_008373285.1	GCA_003529385.1	GCA_008373285.1	95-97	g__UBA11996	
GCA_002708495.1__GCA_008373285.1	GCA_002708495.1	GCA_008373285.1	95-97	g__UBA11996	
GCA_002716795.1__GCA_003519885.1	GCA_002716795.1	GCA_003519885.1	95-97	g__UBA11996	
GCF_900156195.1__GCF_905131925.1	GCF_900156195.1	GCF_905131925.1	95-97	g__Mycetohabitans	
GCA_002381075.1__GCA_017992135.1	GCA_002381075.1	GCA_017992135.1	95-97	g__UBA4124	
GCA_002381075.1__GCA_903926315.1	GCA_002381075.1	GCA_903926315.1	95-97	g__UBA4124	
GCA_017992135.1__GCA_903926315.1	GCA_017992135.1	GCA_903926315.1	95-97	g__UBA4124	
GCA_001311505.1__GCA_003862355.1	GCA_001311505.1	GCA_003862355.1	95-97	g__Paucilactobacillus	
GCA_003862355.1__GCF_000260395.1	GCA_003862355.1	GCF_000260395.1	95-97	g__Paucilactobacillus	
GCA_003862355.1__GCF_008632615.1	GCA_003862355.1	GCF_008632615.1	95-97	g__Paucilactobacillus	
GCA_003138775.1__GCA_018263135.1	GCA_003138775.1	GCA_018263135.1	95-97	g__Methanobacterium_A	
GCA_002495445.1__GCA_013402945.1	GCA_002495445.1	GCA_013402945.1	95-97	g__Methanobacterium_A	
GCA_003138775.1__GCA_013402945.1	GCA_003138775.1	GCA_013402945.1	95-97	g__Methanobacterium_A	
GCA_008636085.1__GCA_018898415.1	GCA_008636085.1	GCA_018898415.1	95-97	g__VSJD01	
GCA_018824175.1__GCA_018897335.1	GCA_018824175.1	GCA_018897335.1	95-97	g__VSJD01	
GCA_018824175.1__GCA_018898415.1	GCA_018824175.1	GCA_018898415.1	95-97	g__VSJD01	
GCA_905202795.1__GCA_905207775.1	GCA_905202795.1	GCA_905207775.1	95-97	g__UBA10677	
